tiempo,polarization
0,0.021375306505630243
1,0.04013671015626284
2,0.05356478698974223
3,0.04928569349415046
4,0.02231440785123859
5,0.05501775645846366
6,0.09486426117651142
7,0.10888511962884281
8,0.10971958006910401
9,0.15207281047430718
10,0.14600541536972053
11,0.21338212907109638
12,0.2942381512220469
13,0.3582931172121152
14,0.38479598435647805
15,0.46457169385258257
16,0.5306969386458814
17,0.5568039492289134
18,0.5828605022247583
19,0.5936941481648415
20,0.5973568992560545
21,0.6228801911758985
22,0.6780588549038352
23,0.7389018706651984
24,0.7320740044937247
25,0.7421833731332718
26,0.7730207050973106
27,0.7882822142830586
28,0.8038874068531804
29,0.7850620242109524
30,0.8141430855008233
31,0.8296110243221478
32,0.8453992133091377
33,0.8405115785850407
34,0.8364611369925197
35,0.8468721288727533
36,0.8414597899420888
37,0.8427109907650908
38,0.8494628067462439
39,0.8414331628522822
40,0.8494808099843627
41,0.8244776095748142
42,0.8411143516194083
43,0.8455460733018808
44,0.8356198557198584
45,0.8322854145269832
46,0.8544447242538598
47,0.8264718136288255
48,0.8383409808293015
49,0.8520368909753757
50,0.8427384059939007
51,0.8425107039898212
52,0.8457595116753637
53,0.8325635793087213
54,0.838470036976064
55,0.8467477250125159
56,0.8513304859839804
57,0.8515642159099795
58,0.833867275176232
59,0.8395849678679531
60,0.8477463138558126
61,0.8424019165775493
62,0.8415787197613818
63,0.8304216857997918
64,0.8438490355431957
65,0.8451559961232458
66,0.837471082033677
67,0.8399183834883381
68,0.8378506717606059
69,0.8593380500698969
70,0.8413050543458365
71,0.8317523263200384
72,0.8291128567742287
73,0.839327071186081
74,0.8505689548495394
75,0.8301224422951127
76,0.8521407544782634
77,0.8447617744463962
78,0.8576785464955927
79,0.857772225572692
80,0.8309730431625506
81,0.8329578247847195
82,0.8384136606438242
83,0.8311783098967352
84,0.8452551687993273
85,0.8558925815652949
86,0.8551135850536511
87,0.8375516182543525
88,0.8376025365640231
89,0.8473102180408442
90,0.8301595352391571
91,0.8445627174978861
92,0.840845913002244
93,0.8453516117269654
94,0.8264808647105427
95,0.8457852931149833
96,0.8497282527204385
97,0.8275067725198444
98,0.8453686703068083
99,0.8468613174520719
100,0.8261673903265307
101,0.8466218648814064
102,0.8466723222124392
103,0.8497772884940448
104,0.8288380947699017
105,0.8279459028708829
106,0.840248250760228
107,0.8420013579072408
108,0.849097660029263
109,0.8412826412798936
110,0.8328070083595471
111,0.8579969114850131
112,0.843744429048208
113,0.8495650156083466
114,0.8474151931997758
115,0.8332401324454545
116,0.8523574144126699
117,0.8445654674682149
118,0.8332714603009115
119,0.8253455167335133
120,0.8312007718806104
121,0.8453265938036192
122,0.84123803540917
123,0.8356483508319391
124,0.8429314734602668
125,0.8386227321537079
126,0.8401497046302551
127,0.8407918625855005
128,0.8509874574370269
129,0.8364566581256033
130,0.8368971873285166
131,0.8392955289587044
132,0.8462372004008586
133,0.839143319710899
134,0.8338108870850243
135,0.8416736316426914
136,0.8315270763436722
137,0.838091084960587
138,0.8473110091124186
139,0.8581182131198162
140,0.839331894799391
141,0.8389730000350419
142,0.837475969184702
143,0.8314253190229275
144,0.8508858385021765
145,0.8470668697332749
146,0.8349429966724745
147,0.85592900590414
148,0.8455279900380845
149,0.8330445871953743
150,0.8301225558434273
151,0.8436209298291377
152,0.8263706177654352
153,0.8445296856348004
154,0.8429440551402644
155,0.8310740786732831
156,0.8583775343548034
157,0.8536190856753857
158,0.8339640356182734
159,0.844167361428588
160,0.8386174259370791
161,0.8449745456087014
162,0.8257929889092783
163,0.8360186151721603
164,0.8351731330808534
165,0.8241867463737546
166,0.8401648221298267
167,0.8251089318467907
168,0.8454245984929789
169,0.8335036947669701
170,0.8552422728383303
171,0.8329415309367306
172,0.8263448349367084
173,0.8351145037053946
174,0.8498962046532611
175,0.8367049163216417
176,0.8448363614015901
177,0.8344123404713886
178,0.8411721315481379
179,0.8488785575582027
180,0.8443031716480522
181,0.8455140540073515
182,0.8320787157449261
183,0.8231252490630382
184,0.8559815106760337
185,0.8454546793872854
186,0.831348092564125
187,0.8427691381950514
188,0.8255070899022218
189,0.848013618674208
190,0.8427335253947648
191,0.8260372521648001
192,0.848990911952582
193,0.8449001530350315
194,0.8429251201606813
195,0.8460777405334894
196,0.8500112996696667
197,0.8309127601890177
198,0.8493131040396593
199,0.8444056348687765
200,0.8290776766133514
201,0.8435512730587401
202,0.8474062725009714
203,0.8486365535906387
204,0.8310171424626073
205,0.8355953295148582
206,0.8456990938872592
207,0.8468091652911683
208,0.8316419376336146
209,0.8495433811438184
210,0.8425589788404269
211,0.8358330983488215
212,0.8519564483518292
213,0.8412832802269838
214,0.841070165059842
215,0.8485809599149975
216,0.8370988706489505
217,0.8253511734216916
218,0.8418797244782161
219,0.846923020872711
220,0.8394937577420147
221,0.8291174399338166
222,0.8393053833165335
223,0.8506509452510557
224,0.8433919133323804
225,0.8299478892563713
226,0.8507580551843733
227,0.8440503175527948
228,0.8610486033580087
229,0.8320119495994827
230,0.8458575867158156
231,0.8360618396882917
232,0.8480655311158859
233,0.8428397507889874
234,0.8286446133511848
235,0.8406518960377147
236,0.8343105569670959
237,0.8485194761805382
238,0.8444726300645553
239,0.8272921984404402
240,0.8333162380950919
241,0.8344102588299214
242,0.8408753122568048
243,0.8363412534936814
244,0.8530051443319012
245,0.8437731155591941
246,0.8585510646459243
247,0.8339245869167359
248,0.8378864236453564
249,0.8392830533346332
250,0.8354714128449481
251,0.8487810784585391
252,0.8620478764930403
253,0.843978444392648
254,0.8544090037565345
255,0.8439830948989941
256,0.8440943462502477
257,0.8349231677498489
258,0.8345508717718382
259,0.8447183098173962
260,0.8390199670275988
261,0.8406593006303817
262,0.8424804240064346
263,0.8359453185249763
264,0.8422152573733552
265,0.8466663097218654
266,0.8459781114420023
267,0.8359760779904892
268,0.8409381842881257
269,0.8319177021320967
270,0.8455756210970083
271,0.8559758327369615
272,0.8370922959828337
273,0.8456946376759162
274,0.8431814158604142
275,0.8448566832606781
276,0.836883511287643
277,0.8434472490496919
278,0.8456595105551863
279,0.8418019202515805
280,0.8518956029294765
281,0.8410124959881196
282,0.852944122685153
283,0.844932268374294
284,0.8378763502000911
285,0.846240508462621
286,0.8449831993153639
287,0.8369607407049064
288,0.827563850611211
289,0.8473676421280221
290,0.8482027279282144
291,0.8362115579271495
292,0.8553957243909656
293,0.846981973544919
294,0.8504866371161838
295,0.8542420578182336
296,0.8437825486237753
297,0.8430468955512807
298,0.8247209877709945
299,0.8446863747048093
300,0.8330500751102975
301,0.8457694165320725
302,0.8519075447457092
303,0.8536650021135199
304,0.8571050841217999
305,0.8458414095247453
306,0.8347231362120084
307,0.8499899034005219
308,0.8466201705646828
309,0.8369609572081301
310,0.8432687494715633
311,0.8410567841323842
312,0.8413119085302063
313,0.8361722612837386
314,0.8381046144899137
315,0.8319901326831266
316,0.832038419268628
317,0.8478794154083464
318,0.863289145851752
319,0.8520130948367536
320,0.8280909431018991
321,0.8411383500511882
322,0.8378128193127229
323,0.833494269278757
324,0.8437324362163401
325,0.8483513079907447
326,0.8369055543938532
327,0.8397722251810401
328,0.8439061112767892
329,0.8438896725962266
330,0.8581070547739541
331,0.8389274874041233
332,0.8463342736633378
333,0.8341771850013195
334,0.85128103877982
335,0.8351281629097166
336,0.84417921944795
337,0.8363482586138506
338,0.841671197721879
339,0.8495562710323104
340,0.8490061152025276
341,0.8426260060835318
342,0.8410137868095633
343,0.8513672570655944
344,0.8444793498791223
345,0.8438907366816288
346,0.8403252851196465
347,0.8404307307670373
348,0.8379127875852609
349,0.8241050511992946
350,0.8367047187944766
351,0.8332455062751659
352,0.8410729011399228
353,0.850573861021591
354,0.8389049509530795
355,0.8293213336642236
356,0.8459199176754895
357,0.8444304445073969
358,0.8525438997811926
359,0.8441275901039701
360,0.8472032306263073
361,0.84465242261641
362,0.8414136511674868
363,0.832612489969451
364,0.8311966023504781
365,0.8417524153288821
366,0.8383413777704782
367,0.8387987630301684
368,0.8413561882473606
369,0.8439955058046749
370,0.8423747932553484
371,0.8613104687725993
372,0.844444043905948
373,0.8318506355460232
374,0.8397595474488959
375,0.8398759162486433
376,0.8484839365828769
377,0.8481864766674055
378,0.8381537096311455
379,0.8374612947608527
380,0.8519691535275133
381,0.8291625503480664
382,0.8284947439227068
383,0.8359444445542007
384,0.84671959065941
385,0.8429534565945616
386,0.8370469723282317
387,0.8473004338070411
388,0.8461170879743051
389,0.8460316909256674
390,0.8489208091358997
391,0.8499029185525897
392,0.8560150631586179
393,0.8494706940854407
394,0.8454940213677309
395,0.8395783921608663
396,0.8301265387191111
397,0.8457815323210256
398,0.8425590478832791
399,0.8492689080843846
400,0.8365864519356133
401,0.8429840920790281
402,0.8462105051793434
403,0.8462045911142355
404,0.8419755086599303
405,0.8405254871126765
406,0.8424004584859943
407,0.8467306520842904
408,0.8436147271956829
409,0.8528097717393004
410,0.8386856119695804
411,0.8392961416006959
412,0.8473088074396984
413,0.8398008370659497
414,0.8516564584491528
415,0.8405855631084674
416,0.831126314210247
417,0.847981721748578
418,0.8595585059247545
419,0.8472386326292178
420,0.8392074905070823
421,0.829498352618757
422,0.8454108268224526
423,0.8546892151753149
424,0.8455354228400254
425,0.8413475531424964
426,0.8518857775811226
427,0.8618580949016509
428,0.8324531032437426
429,0.8320414610823479
430,0.8431354156893713
431,0.8382673143401356
432,0.8419371983326691
433,0.8486251687182574
434,0.848515240207544
435,0.8315758698174404
436,0.8519944497263131
437,0.8498445331027066
438,0.8397292651163812
439,0.8486965762053731
440,0.8371345134521271
441,0.8446664757845445
442,0.8513233737986698
443,0.8342164846718444
444,0.8395019780092833
445,0.8512229734586554
446,0.841614333052807
447,0.8422349117114166
448,0.8392177614771702
449,0.8546638428664033
450,0.8488174908025082
451,0.8389096282905698
452,0.8493937819497376
453,0.8424853302015016
454,0.8370289489483284
455,0.8464991396701201
456,0.8450515731745553
457,0.8323780521333911
458,0.8402147106156153
459,0.8418986115861782
460,0.8453809566296988
461,0.8508844160180954
462,0.8435138924085747
463,0.8419882136190258
464,0.853945515047374
465,0.8524828854678593
466,0.8430669618191797
467,0.840700883490032
468,0.8610958888786792
469,0.8419282823083227
470,0.8407713821058642
471,0.8296810206142449
472,0.8429900338598321
473,0.8461488485281958
474,0.8542335282058916
475,0.8356609368861734
476,0.8453082229586768
477,0.8427532113580374
478,0.8398697693122494
479,0.8400838969075555
480,0.8595039528407993
481,0.8282370728680981
482,0.8458729663377359
483,0.8396816435845974
484,0.8361205614414959
485,0.8548607800746323
486,0.8390333290609955
487,0.8603129101792201
488,0.8561810982740402
489,0.8486136345668871
490,0.8392911730007497
491,0.8384011579791477
492,0.8370208260664311
493,0.8464934517589482
494,0.8207915004802797
495,0.8491531603561735
496,0.8455179875229949
497,0.8307718510549366
498,0.8355173508723561
499,0.8462295366021193
500,0.8373599103715561
501,0.8437995980581715
502,0.8374793527546252
503,0.8342518901306062
504,0.8569800555186231
505,0.845204636892105
506,0.8513242038412047
507,0.8460098312600942
508,0.8570146726837208
509,0.842081215553939
510,0.8417215851503322
511,0.8442127328598659
512,0.8266920393911419
513,0.8423004313378011
514,0.8543796322892744
515,0.8484746195184634
516,0.8451973552542363
517,0.8414573013481828
518,0.8380357439075488
519,0.8568024309251713
520,0.8322118574112154
521,0.843737992286951
522,0.8330942659565088
523,0.8438638861622747
524,0.836058285928478
525,0.8558136289503195
526,0.849471923961041
527,0.847392215114766
528,0.8422239905645562
529,0.8396078654324477
530,0.8252411705772733
531,0.8395608961726801
532,0.835856269526854
533,0.8315146172882437
534,0.8400222718075604
535,0.841265124569013
536,0.834642234920491
537,0.844666482217791
538,0.8364190133000243
539,0.8267894054374227
540,0.8458641666355883
541,0.8417995515976648
542,0.8472275630445769
543,0.8390995034680518
544,0.8454591314020645
545,0.8323530774032896
546,0.8467215770195272
547,0.8371693602281431
548,0.8414145426505576
549,0.8419107204614834
550,0.8404184329573138
551,0.8406759106975351
552,0.8479890032615369
553,0.8454672372546804
554,0.8414873746935092
555,0.854659155963348
556,0.8316295720569516
557,0.841582182520813
558,0.850666787365335
559,0.8365498743094159
560,0.8398790098378661
561,0.8279913796455802
562,0.8433322235672933
563,0.8322554639899231
564,0.8456435319211182
565,0.8619378138535141
566,0.8453347100011068
567,0.8321550530007463
568,0.8463831383097099
569,0.8359641905855251
570,0.8348754921712724
571,0.8542920355695327
572,0.8389658560268468
573,0.8354356381228462
574,0.8488471113786827
575,0.8499758928166911
576,0.8498892210932629
577,0.8329153354868285
578,0.8447513937421243
579,0.8298709159257271
580,0.8418870611133715
581,0.8439549949541848
582,0.8295487431633535
583,0.8302948400860694
584,0.8356506981409123
585,0.8491298715862474
586,0.8325739472657928
587,0.8387132484137432
588,0.846512840802776
589,0.823972308651109
590,0.8480283159877291
591,0.8476273629575984
592,0.839084169606307
593,0.8437602076194509
594,0.8424668486010429
595,0.8456740441878566
596,0.8267043278318394
597,0.8473087904899668
598,0.8494395913700831
599,0.8428570370877375
600,0.8432864243194687
601,0.8542154710119293
602,0.8460978863424731
603,0.8437813104665012
604,0.8456641340596501
605,0.8423917306675608
606,0.8349440127350669
607,0.8391882502440567
608,0.8447818973275228
609,0.8357108550190503
610,0.8376787880200636
611,0.833991659880642
612,0.8314159982088524
613,0.8424338587634157
614,0.8445800825349882
615,0.8441233232566322
616,0.8479842393859436
617,0.8537025179646331
618,0.8252973922754864
619,0.855418326117373
620,0.8334459856130093
621,0.8397697759914231
622,0.8329588686478409
623,0.8325506352398043
624,0.826908887917678
625,0.8433419086086453
626,0.8305631907321878
627,0.8487666304313245
628,0.8269254848328783
629,0.8525932904129601
630,0.8400400214592217
631,0.8395582607410125
632,0.8196929932207246
633,0.8368775524938868
634,0.8551001053725015
635,0.8419562948493705
636,0.8301216170591429
637,0.8335385230403634
638,0.8343309434960318
639,0.8328761518117735
640,0.8450244500920835
641,0.8440675938919271
642,0.8304722686214884
643,0.8510301616306679
644,0.8303852550901784
645,0.8497727174315028
646,0.8382503379597733
647,0.8345723634544102
648,0.8425437788531022
649,0.8350941970489427
650,0.8390476952154078
651,0.8376663598827532
652,0.858792601790379
653,0.8473747426728582
654,0.8273457629791956
655,0.8457813698433269
656,0.8440601334408684
657,0.8307280602441638
658,0.8334151589666355
659,0.8411388797101736
660,0.8454400206759292
661,0.8471540318297425
662,0.8621723352683432
663,0.8453696602298559
664,0.8447673603854129
665,0.8518669030096039
666,0.8355164769757821
667,0.836705677756331
668,0.8414095998303293
669,0.850774455678627
670,0.8503871358460675
671,0.856176236476077
672,0.8375104190199234
673,0.8417915603210202
674,0.8455570048469994
675,0.8130020241441622
676,0.8424591326817654
677,0.8473830409331987
678,0.8461720074110164
679,0.8424297564115855
680,0.8347789850401962
681,0.8428825984147119
682,0.8411064357301411
683,0.8405596530826895
684,0.8431677803141184
685,0.8317592119107711
686,0.8373846325082801
687,0.8330278203280762
688,0.8352733622797569
689,0.8483204890911593
690,0.8368629763425861
691,0.8535650112455584
692,0.8284708807795268
693,0.8324811632956687
694,0.8259428998085037
695,0.8305859754563529
696,0.840359752269519
697,0.8237856253701389
698,0.8546381098914424
699,0.8350535536702905